,Unnamed: 0,CNES,UF,IBGE,NOME,LOGRADOURO,BAIRRO,LATITUDE,LONGITUDE
1188,3894,2053861,35,352570,E S F JOAO FRANCISCO MARQUES STA LUZIA J BONIFACIO,RUA PASCOAL CATALANI,SANTA LUZIA,-21.13118,-49.78791
1189,3895,2053896,35,351550,UBS ANTONIO SANTILIO COHAB FERNANDOPOLIS,AVENIDA PAULINO MAXIMIANO DURAN,SANTA CECILIA,-20.26765,-50.25754
1190,3896,2053934,35,353030,UBS ERNANI DA GAMA CORREA RENASCENCA,RUA MIGUEL ALVES DA COSTA,SAO JOSE,-20.81247,-49.52203
1191,3897,2053950,35,351620,NUCLEO DE SAUDE DA FAMILIA PAINEIRAS,MARCOS GRANZOTTI,JD PAINEIRAS,-20.47519,-47.41345
1192,3898,2053985,35,350535,PAS MORRO AGUDO,BAIRRO MORRO AGUDO,MORRO AGUDO,,
1193,3899,2053993,35,352840,I UNIDADE DE SAUDE DA FAMILIA JARDIM VITORIA BAIXO MAIRINQ,AVENIDA MILTON CARDOSO LEITE,JAD VITORIA,-23.55504,-47.21358
1194,3900,2054019,35,351020,PSF TURVO DOS ALMEIDAS CAPAO BONITO,BAIRRO TURVO DOS ALMEIDAS,TURVO DOS ALMEIDAS,-24.006,-48.349
1195,3901,2054043,35,355220,UNIDADE DE SAUDE DA FAMILIA PARQUE SAO BENTO SOROCABA,AV DR GUALBERTO MOREIRA,PRQ SAO BENTO,-23.46386,-47.51501
1196,3902,2054051,35,355400,UBS DR JOSE CELSO NOGUEIRA ENXOVIA TATUI SP,RUA JOSE GREGORIO,ENXOVIA,-23.356,-47.857
1197,3903,2054205,35,354850,SEUB DE SAUDE DO GONZAGA,RUA DOUTOR ASSIS CORREA,GONZAGA,-23.961,-46.334
1198,3904,2054248,35,350635,UNIDADE BASICA DE SAUDE JARDIM VISTA LINDA,RUA SAO GONCALO,CHACARAS,-23.854,-46.139
1199,3905,2054256,35,354850,UNIDADE DE SAUDE DA FAMILIA DA ALEMOA E CHICO DE PAULA,RUA DONA AFONSINA PROOST DE SOUZA,CHICO DE PAULA,-23.961,-46.334
1200,3906,2054264,35,351120,UNIDADE BASICA DE SAUDE HELIO REIS RAMIRES,AVN HOMERO ARAUJO,CENTRO,-21.05048,-49.05801
1201,3907,2054310,35,350270,UNIDADE PSF LAGEADO ARACAIBA APIAI,RUA JOAO CRISTINO DOS SANTOS,LAGEADO DE ARACAIBA,-24.42553,-48.8521
1202,3908,2054442,35,350110,CENTRO DE SAUDE III ALTO ALEGRE,RUA BENEDITO BENTO DA COSTA FILHO,CENTRO,-21.58045,-50.16352
1203,3909,2054493,35,351880,UBS CIDADE SERODIO,AVENIDA COQUEIRAL,CIDADE SERODIO,-23.46295,-46.53304
1204,3910,2054523,35,351880,UBS ARACILIA,RUA URUCUI,JD ARACILIA,-23.46303,-46.53298
1205,3911,2054531,35,351880,UBS VILA FATIMA,RUA ESMERALDA,JARDIM SANTA BARBARA,-23.45955,-46.50968
1206,3912,2054620,35,355280,UBS JARDIM SILVIO SAMPAIO,RUA ENAURA MARIA DA CONCEICAO,JARDIM SILVIO SAMPAI,-23.602,-46.753
1207,3913,2054663,35,352940,UBS VILA ASSIS BRASIL,AVENIDA ASSIS BRASIL,VILA ASSIS BRASIL,-23.68444,-46.4632
1208,3914,2054671,35,351620,UBS DISTRITAL HORTO MIRAMONTES FRANCA SP,RUA LUIZ BELCHIOR,HORTO,-20.49086,-47.40403
1209,3915,2054701,35,354440,UBS I CARAMURU RUBIACEA,AVENIDA SAO JOAO,CARAMURU,-21.301,-50.727
1210,3916,2054833,35,354325,UNIDADE DE SAUDE DA FAMILIA RIBEIRAO GRANDE,RUA JOAQUIM CRUZ,CENTRO,-24.09766,-48.36284
1211,3917,2054841,35,352390,UBS 11 FREI PASCASIO HETTLER ITU,RUA OSASCO,CIDADE NOVA,-23.38683,-47.33745
1212,3918,2054876,35,355400,ESF DR SIMEAO ORSI VILA ANGELICA TATUI SP,RUA JOSE ORSI,VILA ANGELICA,-23.356,-47.857
1213,3919,2054884,35,351970,POSTO DE SAUDE VARGEM DO SALTO,RODOVIA JULIO DAL FABBRO KM 13,VARGEM DO SALTO,-23.74468,-47.25595
1214,3920,2054892,35,351970,POSTO DE SAUDE PAIOL PEQUENO,RODOVIA QUINTINO DE LIMA KM 4 5,PAIOL PEQUENO,-23.656,-47.223
1215,3921,2054906,35,353050,PROGRAMA MUNICIPAL DE SAUDE PPA MOCOCA,PRACA PRINCESA ISABEL,JARDIM RIGOBELLO,-21.46212,-47.00929
1216,3922,2054914,35,355730,USF 1 ANTONIO OIR DO PRADO,RUA CUBANO GERBI,CENTRO,-22.27367,-46.95275
1217,3923,2055031,35,351870,USAFA JARDIM BOA ESPERANCA LUIZ MACIEL BRAIA GUARUJA,AV ADRIANO DIAS DOS SANTOS,JAD BOA ESPERANCA,-23.96074,-46.256
1218,3924,2055058,35,354850,UNIDADE DE SAUDE DA FAMILIA DO JARDIM SAO MANOEL,PRACA NICOLAU GERAIGIRE,JARDIM SAO MANOEL,-23.961,-46.334
1219,3925,2055066,35,354600,POSTINHO DO COSTAO SANTA BRANCA,ESTRADA GUARAREMA,COSTAO,,
1220,3926,2055074,35,354600,POSTINHO DO JACARE SANTA BRANCA,EST DO JACARE,JACARE,,
1221,3927,2055112,35,354660,ESF TREZE DE MAIO SANTA FE DO SUL,RUA SETE DE SETEMBRO,CHOB TREZE DE MAIO,-20.2051,-50.93794
1222,3928,2055139,35,355220,UNIDADE DE SAUDE DA FAMILIA CERRADO SOROCABA,RUA VISCONDE DO RIO BRANCO,VIL JARDINI,-23.51232,-47.47566
1223,3929,2055147,35,352640,UNIDADE BASICA DE SAUDE CSII,RUA SUAIDAN ABUD,CENTRO,-23.0523,-47.83825
1224,3930,2055155,35,354520,CLINICA SALTO SAUDE NACOES,AV DOS MIGRANTES,JD NACOES,-23.201,-47.287
1225,3931,2055163,35,354520,UBS JD MARILIA,RUA ATIBAIA,JD MARILIA,,
1226,3932,2055171,35,351880,UBS NOVO RECREIO,RUA SANTINA,NOVO RECREIO,-23.39992,-46.51013
1227,3933,2055198,35,351880,UBS VILA BARROS,RUA CARLOS KORKISCHKO,VILA BARROS,-23.44823,-46.50505
1228,3934,2055201,35,350600,UNIDADE BASICA DE SAUDE OCTAVIO RASI,RUA PAULO LEIVAS MACALAO,CONJUNTO J HAB ENG O,-22.30603,-49.00224
1229,3935,2055325,35,355410,PAMO JARDIM RESENDE,RUA EVANGELINA MONTEIRO DA SILVA,JD RESENDE,-23.026,-45.555
1230,3936,2055333,35,355410,NUCLEO DO PROGRAMA DE SAUDE DA FAMILIA PLANALTO,RUA HELIO ZAMITH,PARQUE PLANALTO,-23.00246,-45.57719
1231,3937,2055341,35,355410,NUCLEO DO PROGRAMA DE SAUDE DA FAMILIA PINHEIRINHO,ESTRADA PEDRA BRANCA,PINHEIRINHO,-23.026,-45.555
1232,3938,2055368,35,353850,ESF SANTA ISABEL,RUA JOSE OLINTO BONIFACIO,SANTA ISABEL,-22.6196,-45.1651
1233,3939,2055384,35,355410,PAMO SAO JOSE DO MACUCO,RUA SAO JOSE DOMACUCO,SAO JOSE DO MACUCO,,
1234,3940,2055422,35,353780,UBS BAIRRO MIGUEL RUSSO DE PIEDADE,ZONA RURAL,MIGUEL RUSSO,-23.712,-47.428
1235,3941,2055538,35,350670,CENTRO DE SAUDE NOVA ESPERANCA BOA ESPERANCA DO SUL,RUA MARGARIDA CORREA VENEZIANO,JARDIM NOVA ESPERANC,-21.99906,-48.38677
1236,3942,2055597,35,353270,CS DE NIPOA,RUA RIO DE JANEIRO,CENTRO,-20.91354,-49.77899
1237,3943,2055600,35,353400,CS DE ONDA VERDE,RUA LUZIA DA SILVA FLORENCIO,JAD ALVORADA,-20.60565,-49.30056
1238,3944,2055619,35,350120,POSTO DE ATENDIMENTO A SAUDE ORLANDO MARANGAO,RUA 13 DE MAIO,CENTRO,-20.20125,-49.87443
1239,3945,2055643,35,354530,PSF CENTRO,RUA ESTANISLAU DE ALMEIDA BARROS,CENTRO,-23.64714,-47.57726
1240,3946,2055651,35,354530,PSF BARRA,ZONA RURAL,BARRA,-23.649,-47.573
1241,3947,2055678,35,355220,CENTRO DE SAUDE VILA FIORI DE SOROCABA,RUA ANDRE MANENTE,VILA OLIMPIA,-23.4797,-47.47167
1242,3948,2055686,35,355220,CENTRO DE SAUDE ESCOLA SOROCABA,AV PEREIRA INACIO,LAGEADO,-23.27936,-47.67573
1243,3949,2055708,35,354060,CENTRO DE ESPECIALIDADES I ANTONIO PATUCCI PORTO FELIZ,RUA DR ALVIM,CENTRO,-23.21411,-47.52138
1244,3950,2055821,35,354390,UBS PSF DA ASSISTENCIA,AV 1 UM,ASSISTENCIA,-22.49001,-47.58478
1245,3951,2055880,35,350660,UBS IROHY,EST MOGISALESOPOLIS,IROHY,-23.57384,-46.03851
1246,3952,2055899,35,353060,UBS SOCORRO MOJI DAS CRUZES,RUA ROGERIO TACOLA,SOCORRO,,
1247,3953,2055902,35,354390,UBS PSF CELIA AP CECCATO DA SILVA,RUA SEIS,NOVO JARDIM WENZEL,-22.4067,-47.60239
1248,3954,2055996,35,351220,CENTRO MEDICO DR NELSON SALOME DE CONCHAL,RUA MINAS GERAIS,PRQ INDUSTRIAL,-22.34473,-47.16166
1249,3955,2056011,35,352690,CSF NOVA SUICA LIMEIRA,RUA VEREADOR SAMUEL BERTO,JARDIM NOVA SUICA,-22.57121,-47.3868
1250,3956,2056038,35,352690,CSF ABILIO PEDRO LIMEIRA,RUA AGOSTINHO GIANOTTO,PARQUE ABILIO PEDRO,-22.556,-47.44566
1251,3957,2056054,35,353050,NUCLEO DE ASSIST INT SR AUGUSTO TREVIZANE MOCOCA,RUA ROSA MARTINS,S BENEDITO DAS AREIA,-21.32178,-47.03332
1252,3958,2056062,35,350550,UNIDADE BASICA ARCHIMEDES MACHADO DE BARRETOS,RUA JOAQUIM INACIO PIMENTA,PIMENTA,-20.54485,-48.5616
1253,3959,2056070,35,350550,UBS DO DISTRITO DO PRATA DE BARRETOS,DISTRITO DO PRATA,DISTRITO DO PRATA,,
1254,3960,2056119,35,354380,CS II DE RINOPOLIS,RUA EXPEDICIONARIOS PAULISTAS,CENTRO,-21.72464,-50.72312
1255,3961,2056240,35,352320,UBS II DE ITARARE ITARARE SP,RUA AMAZONAS RIBAS,CENTRO,-24.115,-49.341
1256,3962,2056259,35,352240,UNIDADE PSF VILA DOM BOSCO CIMENTOLANDIA ITAPEVA,RUA STEFANO SIMONINI,VIL DOM BOSCO,-23.982,-48.876
1257,3963,2056275,35,352320,UNIDADE PSF BAIRRO VELHO ITARARE SP,RUA DR PEDRO ALENCAR,VELHO,-24.115,-49.341
1258,3964,2056313,35,353880,ESF CANTIZANI JOAO ALVES MARTINS PIRAJU,SANTA CRUZ,PIRAJU,-23.194,-49.384
1259,3965,2056321,35,352180,PAS BAIRRO DA CAMPINA ITAI,BAIRRO DA CAMPINA,BAIRRO DA CAMPINA,,
1260,3966,2056364,35,355280,UBS JARDIM SANTA CECILIA,RUA HENRIQUE DE MORAES CAMARGO,JARDIM SANTA CECILIA,-23.602,-46.753
1261,3967,2056429,35,350110,PAS DO DISTRITO DE JATOBA ALTO ALEGRE,RUA NOSSA SENHORA DO CARMO,CENTRO,-21.62436,-50.24423
1262,3968,2056771,35,353020,ESF PE DE GALINHA,ASSENTAMENTO FAZENDA HAROLDINA,ENG VERAS,-22.43965,-51.98146
1263,3969,2056801,35,355290,UBS II DE TACIBA,RUA MANOEL XAVIER,CENTRO,-22.39071,-51.28609
1264,3970,2056852,35,350640,UNIDADE BASICA DE SAUDE DA FAMILIA BILAC,RUA WALTER ORSATTI,JARDIM PARAISO,-21.39931,-50.47766
1265,3971,2056879,35,353650,UBS JARDIM PLANALTO,AVN JOAO ARANHA,JAD PLANALTO,-22.75165,-47.17426
1266,3973,2056976,35,354140,UBS JARDIM SAO PEDRO DR RUY DUTRA BARROSO,RUA AFONSO FLORES,VILA FLORES,-22.13447,-51.38077
1267,3974,2057093,35,352130,CENTRO DE SAUDE II IPUA CENTRAL ABASTECIMEN REDE DE FRIO,AVN FLORIANO PEIXOTO,CENTRO,-20.43976,-48.01473
1268,3975,2057131,35,355030,UBS CIDADE KEMEL,KEMEL ADDAS,CIDADE KEMEL,-23.50589,-46.36647
1269,3976,2057158,35,355160,UNIDADE DE SAUDE DA FAMILIA DR FIRMINO H CAVENAGHI,RUA DR FIRMINO CAVANAGHI,CENTRO,-22.61298,-46.7026
1270,3977,2057182,35,350410,USF FARMACEUTICO POMPEU VAIRO ATIBAIA,ESTRADA DO MINGU,RIO ABAIXO,-23.117,-46.55
1271,3978,2057271,35,355030,UBS J CAMARGO NOVO,RUA GENERAL PEREIRA DE BERREDO,JAD CAMARGO NOVO,-23.548,-46.636
1272,3979,2057352,35,350400,ESF JARDIM ELDORADO,RUA ENIO MARCHESINI,NOVA ASSIS,-22.662,-50.412
1273,3980,2057360,35,355520,PROGRAMA DE SAUDE DA FAMILIA DE TURIUBA,RUA SABINA DA GLORIA,CENTRO,,
1274,3981,2057395,35,350320,USF HORTENCIA DR JOSE NIGRO NETO,AVN REMO FRONTAROLI,PRQ DAS HORTENCIAS,-21.80284,-48.12955
1275,3982,2057468,35,353870,CENTRO DE ATENCAO A SAUDE DO ADOLESCENTE DE PIRACICABA,RUA SANTA CRUZ,CIDADE ALTA,,
1276,3983,2057492,35,355410,PAMO CIDADE JARDIM,RUA MANOEL HUMIA DURAN,CIDADE JARDIM,-23.04654,-45.57813
1277,3984,2057565,35,355010,UNIDADE DE SAUDE DA FAMILIA DR RAPHAEL,AVN DOS EXPEDICIONARIOS,CDHU I,-22.72477,-48.56363
1278,3985,2057573,35,350750,UBS CECAP BOTUCATU,PRACA CARLOS CESAR,CECAP,-22.89826,-48.44933
1279,3986,2057581,35,350750,UBS JARDIM PEABIRU BOTUCATU,RUA AFONSO FERNANDES MARTINS,JARDIM BRASIL,,
1280,3987,2057603,35,355010,UNIDADE SAUDE DA FAMILIA DA VILA SAO GERALDO,RUA DONATA R GAGLIOTTI,VIL SAO GERALDO,-22.73496,-48.55564
1281,3988,2057638,35,354890,UBS CRUZEIRO DO SUL PS DR DANTE ERBOLATO,RUA BASILIO DIBBO,JD CRUZEIRO DO SUL,-22.04125,-47.88839
1282,3989,2057778,35,353460,CENTRO DE SAUDE DE OSVALDO CRUZ,AV PRES KENNEDY,CENTRO,-21.79739,-50.87863
1283,3990,2057824,35,350290,PAS BAIRRO ARACOIABINHA ARACOIABA DA SERRA,ESTRADA IPATINGA,ARACOIABINHA,-23.505,-47.614
1284,3991,2057832,35,353190,ESF I SRA MILTS M S CASTRO EQUIP SAUDE BUCAL ESB,JOSE BAISAR,ANTONIO JOSE ABRAO,-20.72788,-48.04167
1285,3992,2057840,35,353190,ESF II NILSON DE PAULA CARVALHO EQUIP SAUDE BUCAL ESB,AV DR JADER MAGALHAES LARA FERNANDES,JARDIM DOS SILVEIRA,-20.74079,-48.05785
1286,3993,2057859,35,353070,CENTRO DE SAUDE,RUA ISALINO LEALDINI,CENTRO,-22.37125,-46.93747
1287,3994,2057875,35,351390,UBS ESF CENTRO DE SAUDE III DE DIVINOLANDIA,RUA SETE DE SETEMBRO,CENTRO,-21.661,-46.739
1288,3995,2057883,35,353070,UBS CENTRO OESTE,RUA VEREADOR ACACIO DE OLIVEIRA,JARDIM NOSSA SENHORA,-22.35807,-46.95405
1289,3996,2057891,35,355030,UBS PQ SAO LUCAS,RUA DR NOGUEIRA DE NORONHA,PQ SAO LUCAS,-23.59633,-46.54607
1290,3997,2057905,35,355650,USF JARDIM CRUZ ALTA,GUAXUPE,JD CRUZ ALTA,-23.21656,-46.83272
1291,3998,2057913,35,355650,UBS VILA SANTA TEREZINHA,RUA SAO PAULO,VILA SANTA TEREZINHA,-23.20796,-46.84528
1292,3999,2057948,35,350050,PSF IV FRANCOS,AVN DAS NACOES UNIDAS,CENTRO,,
1293,4000,2057964,35,352400,UBS DO BAIRRO PORTAL SANTA FE,RUA FRANCISCO CARDOSO SILVA,SANTA FE,-23.153,-47.058
1294,4001,2057972,35,355240,USF CS II,ANTONIO DO VALLE MELO,CENTRO,-22.81788,-47.26929
1295,4002,2058030,35,354150,ESF JARDIM MORADA DO SOL,RUA WADY CHAIM CURY,JAD MORADA DO SOL,-21.85854,-51.85765
1296,4003,2058049,35,350890,UNIDADE BASICA DE SAUDE II CAIABU,RUA MARIA CLAUDIA PEDREIRA,CENTRO,-22.01239,-51.23566
1297,4004,2058065,35,354140,UBS II JARDIM VILA REAL DR JACOMINO LEONARDO CERAVOLO,RODOVIA COMENDADOR ALBERTO BONFIGLIOLI,JARDIM ITAIPU,-22.13305,-51.44709
1298,4005,2058138,35,353020,ESF CUIABA PAULISTA,RUA SETE,CUIABA PAULISTA,-22.28477,-52.1044
1299,4006,2058170,35,352640,UNIDADE BASICA DE SAUDE DA VILA ZALLA,RUA SANTO ANGELO,VILA ZALLA,-23.04309,-47.84035
1300,4007,2058219,35,352240,UNIDADE PSF ALTO DA BRANCAL ITAPEVA,BAIRRO ALTO DA BRANCAL,ALTO DA BRANCAL,-24.10755,-48.80208
1301,4008,2058227,35,355090,POSTO DE SAUDE JOSE ALCIDES DE BRITO BQ,AVENIDA JOSE NAYME,BENTO QUIRINO,-21.45504,-47.58218
1302,4009,2058286,35,355690,UNIDADE BASICA DA SAUDE DA FAMILIA VISTA ALEGRE DO ALTO,AVENIDA ROMA,CENTRO,,
1303,4010,2058375,35,353940,CENTRO DE SAUDE DE PIRATININGA,25 DE JANEIRO,CENTRO,-22.41388,-49.13784
1304,4011,2058413,35,354970,CENTRO DE REFERENCIA EM PEDIATRIA SJRIOPARDO,RUA JULIO MESQUITA,CENTRO,-21.59914,-46.88905
1305,4012,2058464,35,354970,CENTRO DE REFERENCIA EM SAUDE DA MULHER SJRIOPARDO,RUA DR NEJE FARAH,BELA VISTA,-21.596,-46.889
1306,4014,2058715,35,354090,CENTRO MEDICO SOCIAL COMUNITARIO JANUARIO THEODORO DE SOUZA,RUA PEREIRA BARRETO,CENTRO,-21.36506,-48.06421
1307,4015,2058723,35,354090,CENTRO ODONTOLOGICO DE PRADOPOLIS,RUA PEREIRA BARRETO,CENTRO,-21.36445,-48.06514
1308,4017,2058758,35,354090,UNIDADE BASICA DE SAUDE LINEU ZACHARIAS,AVENIDA MONTE SERENO,JARDIM BELA VISTA,-21.35547,-48.0861
1309,4018,2058839,35,352180,UBS DR DURVAL GARCIA DE ITAI,RUA DUQUE DE CAXIAS,CENTRO,-23.41573,-49.09092
1310,4019,2058847,35,355280,UBS JARDIM SANTO ONOFRE,AVENIDA MARECHAL ARTHUR COSTA E SILVA,JARDIM SANTO ONOFRE,-23.602,-46.753
1311,4020,2058979,35,353460,UNIDADE BASICA DE SAUDE ALFREDO LOVO,RUA BENEDITO CASSIRARGHI,VL SAO JORGE,-21.7896,-50.86635
1312,4021,2058987,35,350580,UNIDADE DE SAUDE DA FAMILIA VEREADOR GIANFRANCO NUTI MOLINA,RUA DR JOSE CANDIDO DE MANCILHA PINTO,JARDIM VALE DO SOL,-21.922,-50.734
1313,4022,2059029,35,350450,ESF I DR CECILIO JORGE NETO AVARE,RUA BENEDITO AILTON CAMILO DE SOUZA,BRASIL NOVO,-23.099,-48.926
1314,4023,2059037,35,352220,USF SAO PEDRO,ESTRADA JOAO RODRIGUES DE MORAES,JAD SAO PEDRO,-23.71632,-46.81725
1315,4024,2059088,35,354300,UNIDADE DE SAUDE DA FAMILIA FRANCISCO DOS ANJOS,RUA XV DE NOVEMBRO,CAMPINA DE FORA,-24.31282,-48.94599
1316,4025,2059096,35,354300,UBS CENTRO,RUA MALVINA RODRIGUES UBALDO,CENTRO,-24.22276,-48.76451
1317,4026,2059134,35,352240,UNIDADE DE SAUDE VILA BOM JESUS IMPERADOR,RUA CAPAO BONITO,VILA BOM JESUS,-23.972,-48.88128
1318,4027,2059142,35,352240,UBS CSI ITAPEVA,PRACA ESPIRIDIAO LUCIO MARTINS,CENTRO,-23.982,-48.876
1319,4028,2059185,35,351080,NUCLEO DE ASSISTENCIA INTEGRADO DE VENDA BRANCA CASA BRANCA,RUA FAMILIA LAVOURA,DIST DE VENDA BRANCA,-21.78417,-47.07264
1320,4029,2059215,35,352900,USF PARQUE DAS NACOES,RUA ANTONIO SPRESSAO,JD PRIMAVERA,-22.14675,-49.96234
1321,4030,2059223,35,352900,USF AVENCAS AMADEU AMARAL,AVENIDA VITORIA REGIA,AVENCAS,-22.214,-49.946
1322,4031,2059258,35,353880,ESF ELDORADO PIRAJU,RUA AUGUSTO RUEDA,ELDORADO,-23.18317,-49.39646
1323,4032,2059266,35,352940,UBS JARDIM FLORIDA,RUA SAMUEL WAINER,PARQUE DAS AMERICAS,-23.687,-46.44531
1324,4033,2059304,35,350390,USF JARDIM EMILIA,RUA OSCAR SCHIAVON,JARDIM EMILIA,-23.41754,-46.3627
1325,4034,2059339,35,353870,UNIDADE BASICA DE SAUDE JARDIM PLANALTO PIRACICABA,RUA HERCULANO MONACO,JARDIM PLANALTO,-22.725,-47.649
1326,4035,2059363,35,352570,CENTRO REAB NEUROPSICOMOTORA JOSE ABUD VITAR JOSE BONIFACIO,PCA SAO SEBASTIAO PEREIRA LIMA,CENTRO,-21.05915,-49.68436
1327,4037,2059401,35,352570,U B S SEBASTIAO NICOLAU MACHADOS JOSE BONIFACIO,RUA JOAQUIM NICOLAU,MACHADOS,-21.08795,-49.82563
1328,4038,2059428,35,351550,UBS JOSE V MENDONCA FILHO GUANABARA FERNANDOPOLIS,RUA PERNAMBUCO,JARDIM GUANABARA,-20.28694,-50.23669
1329,4039,2059444,35,350275,CENTRO DE SAUDE MUNICIPAL ARACARIGUAMA,ALAMEDA BARUERI,JARDIM BRASIL,-23.439,-47.061
1330,4040,2059452,35,354060,PSF AGRO VILA CAIC JOSE BERNARDINO PORTO FELIZ,ZONA RURAL,INDAIATUBA,-23.32712,-47.55003
1331,4041,2059479,35,350270,ESF ALTO DA TENDA APIAI,RUA DO ORFANATO,ALTO DA TENDA,-24.51359,-48.85352
1332,4042,2059487,35,355220,UNIDADE DE SAUDE DA FAMILIA LOPES DE OLIVEIRA SOROCABA,RUA RIUSAKU KANIZAWA,LOPES DE OLIVEIRA,,
1333,4043,2059495,35,350270,UNIDADE QSF ARACAIBA APIAI,PRACA JOSE VITORINO OLIVEIRA,ARACAIBA,-24.42552,-48.85206
1334,4044,2059509,35,350220,PAS BAIRRO MACHADINHO ANGATUBA,BAIRRO MACHADINHO,MACHADINHO,,
1335,4045,2059517,35,353780,U B S BAIRRO DOS GODINHOS,ZONA RURAL,GODINHOS,-23.712,-47.428
1336,4046,2059525,35,354530,PSF PAULISTANO,RUA LUIZ CARLOS DE ABREU,JD PAULISTANO,-23.63706,-47.57462
1337,4047,2059533,35,355220,UNIDADE DE SAUDE DA FAMILIA APARECIDINHA SOROCABA,RUA JOAQUIM MACHADO,APARECIDINHA,-23.44262,-47.37626
1338,4048,2059576,35,351970,POSTO DE SAUDE GABRIEL,RUA BENEDITO MANUEL DA ROSA,GABRIEL,-23.656,-47.223
1339,4049,2059584,35,354520,UBS JD DONALISIO,RUA VICENTE DONALISIO,JD DONALISIO,-23.201,-47.287
1340,4050,2059681,35,350635,UNIDADE BASICA DE SAUDE JARDIM INDAIA,RUA SAO FRANCISCO DO SUL,JARDIM INDAIA,-23.854,-46.139
1341,4051,2059738,35,354850,UNIDADE DE SAUDE DA FAMILIA SAO JORGE E CANELEIRA,RUA FRANCISCO FERREIRA CANTO,CANELEIRA,-23.961,-46.334
1342,4052,2059770,35,355410,UBS MAIS INDEPENDENCIA,AVENIDA INDEPENDENCIA,INDEPENDENCIA,-23.04766,-45.59745
1343,4053,2059789,35,355410,UBS MAIS GURILANDIA,RUA TICO TICO,JARDIM GURILANDIA,-23.00061,-45.52872
1344,4054,2059797,35,355410,PAMO QUIRIRIM,RUA JOAO BOTOSSI,QUIRIRIM,-23.026,-45.555
1345,4055,2059800,35,353850,ESF SANTO ANTONIO,TRAVESSA ARLINDO DE MOURA,SANTO ANTONIO,-22.59788,-45.19755
1346,4056,2059843,35,355410,UNIDADE ODONTOLOGICA CONVENTINHO,AVN FRANCISCO BARRETO LEME,VILA SAO GERALDO,,
1347,4057,2059851,35,355410,NUCLEO DO PROGRAMA DE SAUDE DA FAMILIA ANA ROSA,AVENIDA ANTONIO VIEIRA DA MAIA,JARDIM ANA ROSA,-23.026,-45.555
1348,4058,2059878,35,353550,ESF V ANTONIO PERTINHEZ,RUA VEREADOR JOSE RICARDO PELIZZER,ANTONIO PERTINHEZ,-22.4361,-50.58535
1349,4059,2059932,35,353282,UNIDADE PSF DE ITAOCA DE NOVA CAMPINA,DISTRITO DE ITAOCA,ITAOCA,-24.12102,-48.907
1350,4060,2060000,35,353870,UNIDADE BASICA DE SAUDE VILA INDEPENDENCIA PIRACICABA,RUA FREI LUIZ SANTANA,JARDIM BRASILIA,-22.725,-47.649
1351,4061,2060078,35,353990,UNIDADE BASICA DE SAUDE DE POLONI,RUA ANTONIO MENDES,CENTRO,-20.78347,-49.81768
1352,4062,2060124,35,351970,POSTO DE SAUDE RESSACA,RUA JOSE MILANI JUNIOR,RESSACA,-23.67156,-47.29975
1353,4063,2060132,35,350600,UNIDADE BASICA DE SAUDE DUTRA,ALAMEDA GENERAL ALFREDO MALAN DANGROGNE,VILA DUTRA,-22.32324,-49.12224
1354,4064,2060175,35,351870,CIAMA GUARUJA,RUA MARIVALDO FERNANDES,VILA JULIA,,
1355,4065,2060183,35,351870,USAFA VILA EDNA MARCO ANTONIO GONZALEZ GUARUJA,AV BRASIL,VILA EDNA,-23.96941,-46.24808
1356,4066,2060213,35,351840,ESF ROCINHA,PRACA JOAQUIM FARIAS LOPES,ROCINHA,-22.816,-45.193
1357,4067,2060248,35,351840,ESF SAO MANOEL,RUA PROFESSORA ROSEMIRA DE PAULA SANTOS,SAO MANOEL,-22.816,-45.193
1358,4068,2060256,35,351840,UBS PARQUE SAO FRANCISCO,EST VICINAL TANCREDO NEVES,PRQ SAO FRANCISCO,-22.79954,-45.21134
1359,4069,2060272,35,354370,CENTRO DE SAUDE III RINCAO,RUA QUINCAS MOURA,CENTRO,-21.575,-48.0679
1360,4070,2060329,35,353140,CS DE MONTE APRAZIVEL,RUA OSVALDO CRUZ,CENTRO,-20.77311,-49.71369
1361,4071,2060337,35,352965,UBS DE MESOPOLIS,RUA DIREITOS HUMANOS,BOA ESPERANCA,-19.96781,-50.62315
1362,4072,2060353,35,350650,UBS 02 MARIA LORENZETTI BRAIDOTTI TOSELAR BIRIGUI,RUA DR LUIZ TOLEDO PIZA SOBRINHO,RESIDENCIAL ALVORADA,-21.289,-50.34
1363,4073,2060361,35,354000,USF DR ELYSIO PRADO MOREIRA,RUA EPAMINONDAS DE TOLEDO PIZZA,FLANDRIA,-22.10532,-50.16767
1364,4074,2060388,35,354000,USF DR FLAVIO DE FARIA JORDAO,AVN NESTOR DE BARROS,TUFIC BARACAT,-22.09752,-50.18987
1365,4075,2060426,35,354770,ESF DOUTOR MITUO SHIBUYA,RUA MARCO ANTONIO SOARES ASSUNCAO,JARDIM NOSSO TETO,-21.977,-51.652
1366,4076,2060434,35,351990,CENTRO DE SAUDE II IEPE,RUA SAO PAULO,CENTRO,-22.65979,-51.07814
1367,4077,2060531,35,350075,UBS ALAMBARI,RUA PRF JOSE WLADIMIR N DE OLIVEIRA,CENTRO,-23.551,-47.899
